Menu Category,Menu Item,City,Serve Size (g),Energy,Protein,Total Fat,Sat Fat,Trans Fat,Cholesterol,Total Carbohydrate,Total Sugars,Added Sugars,Sodium,Popularity,Price,Special Promotions,Local Favorites,Customer Ratings,Health Conscious,Sustainability Rating,Availability Hours
Regular Menu,McSpicy Chicken Burger,Bangalore,106.65,754.07,8.36,20.32,2.15,0.78,26.82,59.53,9.08,4.24,675.45,9.3,2.19,Yes,Yes,8.94,Yes,1.2,Morning
Dessert Menu,Caramel McFlurry,Hyderabad,102.92,218.78,10.71,19.8,2.26,0.99,29.56,100.56,1.52,5.98,1448.71,3.39,2.03,No,No,1.5,No,8.65,Afternoon
Drink Menu,Orange Juice,Bangalore,135.51,272.23,6.85,14.47,14.59,0.55,19.04,108.79,3.15,9.68,1144.34,2.92,5.05,No,No,9.79,No,8.12,Evening
Drink Menu,Hot Tea,Ahmedabad,336.77,475.77,22.12,20.93,17.89,0.83,47.33,20.9,4.48,6.55,1019.73,6.66,3.07,Yes,No,9.6,Yes,5.81,Evening
Meal Menu,Chicken Supreme Meal,Pune,239.51,693.39,8.31,34.55,2.85,0.86,34.27,98.91,7.06,9.6,944.45,8.5,4.85,Yes,Yes,4.94,No,5.16,Afternoon
Drink Menu,Hot Chocolate,Delhi,301.92,788.21,15.93,8.91,2.29,0.5,45.94,104.46,8.18,4.13,645.96,6.06,2.26,Yes,No,4.16,Yes,6.04,Afternoon
Drink Menu,Iced Tea,Kolkata,172.21,806.19,11.66,31.9,16.89,0.36,3.73,81.22,6.86,5.33,793.78,8.65,7.9,No,Yes,6.93,No,2.81,Afternoon
Dessert Menu,Chocolate Sundae,Mumbai,105.58,215.25,13.33,7.98,10.26,0.48,49.86,104.96,18.68,9.19,1328.39,9.52,1.62,No,Yes,5.49,Yes,8.89,Morning
Regular Menu,American Veg Burger,Chennai,266.33,802.27,13.11,14.6,19.48,0.49,7.81,61.92,18.58,8.47,879.62,5.93,1.26,Yes,Yes,2.67,No,3.05,Morning
Drink Menu,Pepsi,Pune,200.47,890.84,10.91,22.19,2.66,0.78,8.5,67.8,15.55,7.5,546.16,3.8,1.88,Yes,Yes,2.48,Yes,8.76,Morning
Dessert Menu,Vanilla Ice Cream,Chennai,316.35,221.05,18.79,37.27,16.87,0.67,19.97,45.74,6.73,2.24,540.27,9.28,7.21,No,Yes,4.71,Yes,4.54,Afternoon
Meal Menu,Chicken Supreme Meal,Kolkata,347.77,384.05,24.43,9.81,3.9,0.7,39.38,103.77,4.15,7.58,1135.69,9.27,9.4,Yes,Yes,4.99,No,9.35,Evening
Meal Menu,McCombo Meal,Hyderabad,313.63,208.77,8.09,37.03,11.83,0.97,42.09,74.02,12.62,5.1,1343.65,7.24,11.19,Yes,No,4.72,No,9.52,Morning
Regular Menu,Filet-O-Fish,Kolkata,329.87,849.96,13.52,5.62,19.57,0.03,13.74,96.81,2.39,3.06,947.79,4,2.73,Yes,Yes,8.09,Yes,1.27,Afternoon
Meal Menu,Veggie Deluxe Meal,Kolkata,81.2,626.36,18.78,22.1,15.29,0.52,41.71,84.2,7.68,6.65,1473.58,1.4,12.29,Yes,No,9.74,No,7.89,Evening
Regular Menu,McGrilled Chicken Wrap,Ahmedabad,292.95,379.16,11.61,13.83,18.41,0.27,14.61,68.64,7.71,0.66,885.21,9.36,3.99,Yes,No,3.01,No,7.72,Afternoon
Dessert Menu,Chocolate Sundae,Ahmedabad,141.1,720.1,9.4,24.93,8.78,0.56,14.62,114.33,7.36,3.53,1340.96,3.77,8.18,No,Yes,4.82,No,9.94,Evening
Drink Menu,Orange Juice,Delhi,244.3,653.36,21.53,35.49,14.23,0.66,8.11,63.26,2.43,8.32,1292.75,2.04,2.35,Yes,Yes,2.88,No,1.73,Morning
Drink Menu,Pepsi,Delhi,321.92,289.49,20.14,7.89,13.95,0.56,38.68,24.39,14.83,9.05,413.03,5.91,12.69,No,Yes,9.27,Yes,4.68,Evening
Regular Menu,McSpicy Chicken Burger,Delhi,178.9,617.53,5.5,21.42,18.21,0.72,29.23,41.89,7.64,1.19,1121.69,6.7,9.41,Yes,No,3.81,Yes,4.48,Morning
Meal Menu,Chicken Supreme Meal,Delhi,267.1,627.88,13.99,13.8,13.17,0.99,27.28,50.12,3.56,7.16,1333.21,8.5,8.64,Yes,Yes,2.64,Yes,9.89,Evening
Drink Menu,Pepsi,Delhi,92.12,433.86,20.47,39.94,2.61,0.02,40.7,83.62,16.49,7.53,857.62,3.69,9.66,Yes,No,3.53,Yes,4,Evening
Drink Menu,Hot Chocolate,Bangalore,196.25,495.43,14.9,13.86,10.79,0.41,6.98,91.75,8.51,9.72,1045.64,1.35,3.57,Yes,No,6.52,No,1.11,Morning
Drink Menu,Iced Tea,Mumbai,332.83,531.08,9.06,31.47,11.28,0.4,45.64,115.13,3.81,6.45,1110.14,6.35,13.39,No,Yes,5.57,Yes,2.34,Evening
Drink Menu,Coca-Cola,Hyderabad,156.24,822.79,24.28,7.81,16.83,0.26,4.41,107.89,19.79,5.97,907.94,7.86,14.05,Yes,No,4.56,Yes,1.04,Afternoon
Dessert Menu,Chocolate Sundae,Delhi,251.2,728.72,19.58,18.45,17.19,0.84,7,86.02,9.2,1.29,1456.9,1.93,8.69,No,Yes,9.26,Yes,7.9,Evening
Drink Menu,Hot Coffee,Chennai,138.31,423.43,7.61,32.05,14.78,0.32,41.74,51.18,1.28,1.91,806.42,7.22,5.47,No,Yes,5.91,No,1.38,Evening
Drink Menu,Iced Tea,Hyderabad,91.24,726.09,15.16,32.97,17.63,1,17.84,84.4,16.71,0.77,1191.29,5.48,1.31,No,No,1.47,No,7.31,Morning
Regular Menu,McAloo Tikki Burger®,Mumbai,281.37,434.46,15.04,17.52,1.16,0.89,43.1,117.53,0.69,2.16,1107.81,9.87,10.15,Yes,No,9.35,Yes,2.9,Morning
Regular Menu,Filet-O-Fish,Pune,349.16,530.62,12.42,19.03,16.66,0.89,35.42,85.35,13.41,7.96,1123.17,1.62,3.81,No,Yes,9.67,Yes,7.01,Evening
Meal Menu,Veggie Deluxe Meal,Ahmedabad,134.19,750.37,15.61,25.76,7.49,0.99,10.52,47.02,4.67,0.51,247.96,3.6,10.95,No,Yes,9.84,No,6.5,Afternoon
Regular Menu,McGrilled Chicken Wrap,Bangalore,328.05,769.58,14.48,14.16,5.69,0.8,37.27,91.31,7.02,4.97,732.34,7.71,5.5,No,No,9.86,Yes,4.25,Evening
Regular Menu,McSpicy™ Paneer Burger,Ahmedabad,339.46,296.1,20.76,31.06,13.29,0.55,10.7,101.9,14.18,6.67,247.82,9.62,2.4,No,Yes,6.22,Yes,1.68,Evening
Meal Menu,McCombo Meal,Ahmedabad,201.92,479.99,13.59,31.4,4.51,0.54,33.81,46.67,5.99,9.53,1463.71,5.17,9.34,No,No,5.68,No,8.42,Afternoon
Dessert Menu,Caramel McFlurry,Mumbai,105.66,613.65,23.06,26.12,19.71,0.75,3.75,65.83,7.97,9.22,1425.94,3.11,4.85,Yes,Yes,9.31,No,1.7,Morning
Meal Menu,Veggie Deluxe Meal,Bangalore,295.09,778.37,6.82,20.5,1.68,0.19,26.01,28.45,16.19,3.06,510,8.12,10.96,No,Yes,6.45,No,9.52,Evening
Regular Menu,Chicken McNuggets,Pune,342.1,600,20.01,35.59,2.05,0.81,49.99,113.58,18.53,2.95,524.81,6.24,13.13,Yes,Yes,3.02,No,2.8,Morning
Drink Menu,Sprite,Pune,258.06,314.65,12.06,29.62,9.47,0.6,14.89,23.53,19.24,7.1,1150.57,8.46,1.04,No,Yes,5.98,No,7.65,Evening
Drink Menu,Sprite,Bangalore,133.19,418.8,6.13,35.72,5.71,0.01,37.19,38.69,3.37,6.09,711.59,2.48,13.14,No,No,5.31,No,2.2,Evening
Regular Menu,McVeggie™ Burger,Bangalore,308.46,883.73,11.12,32.33,2.19,0.16,6.59,48.56,16.41,1.03,470.42,8.38,14.86,No,No,9.45,Yes,2.78,Afternoon
Meal Menu,Chicken Supreme Meal,Mumbai,111.96,200.24,6.85,35.43,10.88,0.25,19.19,108.38,6.93,3.52,605.39,8.64,2.05,Yes,Yes,1.29,No,2.56,Evening
Dessert Menu,Apple Pie,Ahmedabad,142.85,277.24,13.03,30.95,4.26,0.72,15.17,32.81,6.54,9.18,657.53,9.15,1.45,Yes,Yes,3.64,Yes,9.08,Evening
Dessert Menu,Chocolate Sundae,Mumbai,248.85,233.12,15.12,14.07,16.07,0.03,29.84,117.02,0.55,5.14,269.98,7.76,8.81,Yes,Yes,4.09,Yes,4.52,Morning
Dessert Menu,Chocolate Sundae,Bangalore,312.97,385.76,8.3,27.05,18.48,0.8,11.8,88.92,8.28,3.32,536.41,9.04,4.15,No,Yes,3.68,No,9.21,Afternoon
Meal Menu,Veggie Deluxe Meal,Bangalore,95.94,344.2,7.76,31.41,4.49,0.2,37.68,57.8,18.82,2.2,484.7,7.22,4.67,No,No,8.75,Yes,9.97,Afternoon
Regular Menu,McChicken Burger,Ahmedabad,329.24,654.24,5.82,20.94,2.59,0.56,29.64,35.19,12.15,2.33,556.27,9.37,6.41,No,Yes,8.68,Yes,4.25,Evening
Meal Menu,Veggie Deluxe Meal,Mumbai,103.28,387.76,15.39,7.24,16.28,0.1,4.35,45.92,15.2,8.82,690.69,8.56,12.34,No,No,8.55,Yes,5.27,Evening
Meal Menu,McCombo Meal,Kolkata,88.66,482.55,6.71,25.13,15.68,0.99,36.71,57.68,15.37,7.94,587.36,3.6,1.34,No,No,1.83,Yes,8.91,Morning
Dessert Menu,Caramel McFlurry,Bangalore,122.62,585.25,20.23,17.28,18.68,0.03,6.45,39.39,11.63,0.3,402.89,2.02,8.4,No,Yes,7.15,No,2.01,Evening
Meal Menu,McCombo Meal,Delhi,186.01,510.74,10.62,10.61,11.58,0.26,29.19,48.2,10.19,0.82,1349.18,2.81,4.16,Yes,Yes,9.08,No,1.91,Evening
Drink Menu,Hot Chocolate,Bangalore,233.94,327.63,10.09,24.69,11.6,0.22,32.93,27.51,10.04,7.97,880.52,8.42,2.53,No,No,9.24,No,6.34,Evening
Dessert Menu,Vanilla Ice Cream,Mumbai,106.5,336.28,9.49,16.97,12.41,0.02,16.8,40.45,16.92,9.66,1259.74,1.26,4.27,No,No,6.05,No,7.12,Afternoon
Drink Menu,Iced Tea,Mumbai,272.45,410.09,14.63,21.89,3.33,0.24,6.05,60.71,15.87,8.67,1430.77,2.44,13.86,No,Yes,1.07,No,8.14,Evening
Regular Menu,McVeggie™ Burger,Bangalore,143.48,537.55,19.87,24.57,19.52,0.04,48.7,37.4,19.95,6.33,582.74,1.25,6.99,No,No,8.18,No,3.93,Afternoon
Meal Menu,Veggie Deluxe Meal,Chennai,220.43,552.16,5.93,22.74,9.27,0.27,45.85,23.91,16.18,8.12,814.2,4,10.27,No,No,6.71,Yes,6.9,Evening
Regular Menu,Chicken McNuggets,Pune,147.7,820.08,10.42,33.99,17.35,0.68,39.08,49.87,19.23,8.44,745.98,4.23,6.44,Yes,No,6.54,No,3.47,Evening
Drink Menu,Iced Tea,Ahmedabad,252.51,609.43,23.72,23.82,13.55,0.2,15.66,50.21,1.61,5,1097.14,8.05,13.24,Yes,Yes,6.99,No,8.82,Evening
Dessert Menu,Vanilla Ice Cream,Hyderabad,240.84,462.12,19.34,11.88,19.49,0.52,30.37,87.48,18.65,5.05,556.84,5.62,7.66,No,No,2.01,No,7.74,Afternoon
Regular Menu,McVeggie™ Burger,Delhi,205.88,829.07,11.39,39.61,12.59,0.32,29.09,82.3,0.78,0.8,695.85,9.99,14.79,Yes,No,4.73,Yes,1.93,Evening
Regular Menu,McVeggie™ Burger,Kolkata,120.35,395.46,22.41,7.67,7.93,0.1,33.97,110.78,2.58,9.22,577.86,8.6,9.99,Yes,Yes,4.13,No,1.25,Evening
Dessert Menu,Chocolate Sundae,Ahmedabad,298.72,729.05,5.89,28.64,4.29,0.48,39.07,105.46,1.46,6.45,1208.78,6.6,14.68,No,Yes,9.62,Yes,4.9,Morning
Drink Menu,Sprite,Hyderabad,173.86,648.99,24.36,16.75,7.69,0.97,26.81,81.21,7.07,7.52,1220.71,9.86,12.74,Yes,Yes,6.57,Yes,7.48,Morning
Drink Menu,Pepsi,Pune,165.83,592.05,5.6,16.92,8.41,0.1,24.28,40.79,3.35,7.58,1213.81,4.28,13.84,No,Yes,1.78,No,1.4,Evening
Dessert Menu,Caramel McFlurry,Ahmedabad,83.4,685.01,21.05,7.35,13.66,0.35,31.78,26.45,9.72,9.3,256.57,4.96,7.12,Yes,Yes,4.2,Yes,6.07,Afternoon
Dessert Menu,Apple Pie,Chennai,125.91,684.7,11.59,13.17,12.59,0.18,0.74,55.11,13.03,4.81,1314.92,7.82,2.12,No,Yes,1.85,No,6.72,Evening
Regular Menu,McGrilled Chicken Wrap,Chennai,292.15,675.87,11.45,18.91,13.26,0.49,32.74,27.9,14.85,8.05,1183.79,1.13,5.19,Yes,No,5.25,No,3.75,Afternoon
Drink Menu,Hot Coffee,Delhi,147.03,855.14,17.69,22.95,11.36,0.06,20.64,82.6,13.97,9.7,427.08,8.26,2.94,No,No,5.16,Yes,5.8,Morning
Drink Menu,Hot Tea,Hyderabad,275.28,773.19,24.37,26.73,8.27,0.23,37.47,78.75,19.76,0.34,1202.1,9.65,7.59,Yes,No,3.77,Yes,1.45,Morning
Regular Menu,McAloo Tikki Burger®,Chennai,233.08,842.18,17.16,21.05,7,0.7,26.93,52.76,10.96,6.48,417.08,4.67,14.69,No,No,4.98,Yes,8.83,Evening
Meal Menu,Veggie Deluxe Meal,Mumbai,233.18,739.5,21.63,26.1,18.9,0.57,17.51,21.8,0.91,9.91,691.37,6.99,11.57,No,Yes,3.69,Yes,5.67,Afternoon
Meal Menu,McCombo Meal,Hyderabad,91.39,764.23,17.18,5.8,16.32,0.02,44.59,91.93,12.74,9.42,437.47,1.42,1.15,No,Yes,6.79,Yes,7.63,Afternoon
Drink Menu,Sprite,Bangalore,120.54,783.02,12.37,34.23,2.64,0.57,48.39,32.99,7.18,9.97,751.2,8.86,5.37,No,No,4.42,No,7.24,Morning
Regular Menu,Filet-O-Fish,Pune,221.99,456.06,7.05,7.57,18.7,0.47,19.74,56.38,3.99,3.98,782.69,9.1,2.9,Yes,No,4.18,No,6.59,Evening
Regular Menu,McGrilled Chicken Wrap,Mumbai,111.25,380.03,8.62,39.44,18.57,0.29,8.99,109.1,0.92,3.33,431.25,6.58,12.42,Yes,Yes,1.26,Yes,3.1,Afternoon
Drink Menu,Iced Tea,Pune,180.4,293.21,24.36,36.76,18.88,0.39,19.12,67.39,1.32,9.12,305.51,8.71,14.72,No,Yes,5.55,Yes,6.4,Afternoon
Dessert Menu,Vanilla Ice Cream,Ahmedabad,132.16,843.57,18.94,29.33,5,0.68,20.89,20.17,4.24,7.17,304.52,5.44,3.17,No,Yes,5.18,Yes,9.99,Afternoon
Dessert Menu,Caramel McFlurry,Bangalore,128.4,766.77,12.79,21.36,16.65,0.45,36.52,49.31,8.95,2.2,818.8,9.38,13.15,No,Yes,9.05,Yes,2.66,Evening
Meal Menu,McCombo Meal,Kolkata,82.86,876.66,8.64,12.84,14.64,0.03,26.13,32.89,10.96,1.13,962.26,1.85,9.1,Yes,No,3.22,Yes,7.46,Morning
Drink Menu,Orange Juice,Kolkata,140.31,682.12,20.95,18.25,1.54,0.09,13.64,98.57,4.41,4.36,893.92,8.84,7.12,Yes,Yes,3.01,No,6.78,Morning
Drink Menu,Hot Coffee,Kolkata,98.48,684.9,10.48,22.2,1.01,0.24,43.29,94.74,18.82,2.03,925.89,7.87,11.12,Yes,No,8.4,Yes,4.32,Afternoon
Drink Menu,Iced Tea,Pune,95.51,294.29,15.65,11.19,11.8,0.36,28.34,114.53,1.04,2.88,403.61,2.14,6.83,Yes,Yes,4.48,Yes,5.59,Afternoon
Regular Menu,Chicken McNuggets,Kolkata,204.35,857.1,18.38,30.73,10.76,0.42,42.34,40.83,6.14,5.45,631.78,2.76,13.09,Yes,No,2.5,Yes,4.14,Afternoon
Regular Menu,Spicy Paneer Wrap,Delhi,307.34,209.42,5.81,7.95,7.55,0.87,22.44,36.45,7.03,2.86,424.1,3.6,12.35,No,Yes,6.38,No,5.36,Afternoon
Regular Menu,Chicken McNuggets,Kolkata,112.94,379.39,10.73,33.41,14.28,0.67,2.48,58.77,14.58,3.86,576.61,7.13,4.7,Yes,No,5.72,No,4.88,Evening
Dessert Menu,Caramel McFlurry,Bangalore,223.41,773.09,22.34,31.29,2.96,0.82,1.57,92.69,0.07,3.14,1417.78,9.45,1.55,No,No,2.62,Yes,7.1,Afternoon
Dessert Menu,Apple Pie,Bangalore,333.32,295.16,15.5,28.41,2.32,0.76,15.2,83.26,6.55,5.52,1433.7,6.18,6.47,No,Yes,2.56,Yes,9.65,Afternoon
Regular Menu,American Veg Burger,Mumbai,146.59,332.41,10.84,18.49,1.98,0.67,10.04,118.85,11.12,4.56,1027.88,5.63,7.9,Yes,No,6.33,No,8.22,Afternoon
Regular Menu,Chicken McNuggets,Pune,208.55,271.99,15.28,30.23,9.24,0.15,35.59,20.25,15.4,8.84,592.99,2.79,5.03,Yes,Yes,9.21,No,6.94,Morning
Regular Menu,McAloo Tikki Burger®,Bangalore,82.9,672.23,11.72,28.26,15.38,0.16,13.78,62.09,11.33,9.77,1328.9,9.52,7.04,Yes,Yes,4.96,No,5.91,Afternoon
Meal Menu,McCombo Meal,Bangalore,184.63,819.06,7.19,17.65,17.92,0.54,24.01,110.14,8.84,4.06,1012.1,4,11.33,No,No,4.97,No,5.74,Evening
Regular Menu,McGrilled Chicken Wrap,Bangalore,302.16,451.52,13,34.29,11.44,0.88,42.38,107.71,0.86,8.74,822.15,2.97,12.47,No,No,4.88,Yes,9.83,Afternoon
Dessert Menu,Caramel McFlurry,Chennai,258.73,267.95,15.03,18.78,15.66,0.55,2.03,93.8,11.79,8.72,302.5,1.21,11.66,No,No,9.04,Yes,4.83,Morning
Meal Menu,Veggie Deluxe Meal,Mumbai,259.81,615.25,17.78,23.12,7.69,0.93,0.29,28.69,0.6,0.06,477.96,9.03,13.95,Yes,No,1.83,No,9.23,Evening
Regular Menu,McAloo Tikki Burger®,Mumbai,169.11,662.42,15.2,26.68,19.07,0.86,0.95,66.25,4.32,5.98,1302.54,9.62,3.8,No,No,4.11,No,5.47,Evening
Dessert Menu,Vanilla Ice Cream,Kolkata,130.03,666.2,8.42,15.91,4.18,0.31,5.8,63.33,5.62,9.24,1387.55,4.83,8.14,Yes,No,3.15,No,1.19,Afternoon
Drink Menu,Sprite,Bangalore,165.01,887.37,6.19,16.32,13.95,0.7,39.26,39.62,8.02,0.03,850.39,7.91,11.71,Yes,Yes,6.93,Yes,8.65,Evening
Dessert Menu,Chocolate Sundae,Bangalore,176.72,405.84,22.21,29.79,14.88,0.39,1.93,39.46,8.72,9.42,383.48,9.09,5.88,Yes,Yes,4.68,Yes,9.9,Afternoon
Meal Menu,Veggie Deluxe Meal,Pune,226.11,684.99,18.09,27.75,10.41,0.74,23.53,82.26,18.63,7.62,253.61,9.81,13.29,No,Yes,3.92,Yes,9.25,Morning
Meal Menu,McCombo Meal,Chennai,162.32,203.14,21.16,30.26,13.56,0.03,49.49,61.11,15.08,6.49,287.89,3.7,5.75,No,Yes,1.81,No,4.44,Morning
Regular Menu,American Veg Burger,Delhi,313.68,554.01,17.59,38.15,14.46,0.84,45.25,106.83,14.37,4.17,1286.44,5.5,9.22,Yes,Yes,2.85,Yes,5.32,Afternoon
Meal Menu,McCombo Meal,Pune,267.69,678.25,8.38,9.36,2.65,0.81,23.9,111.2,18.85,9.39,528.43,4.01,4.99,Yes,Yes,6.44,No,1.33,Afternoon
Meal Menu,Chicken Supreme Meal,Chennai,185.84,892.13,15.59,21.82,5.6,0.22,43.07,84.62,12.03,9.91,602.89,1.69,3.13,Yes,No,3.62,Yes,7.7,Evening
Dessert Menu,Apple Pie,Kolkata,127.02,205.95,11.35,26.51,11.89,0.31,49.18,118.05,6.76,7.67,341.2,4.6,11.75,Yes,No,5.9,Yes,8.05,Morning
Dessert Menu,Apple Pie,Bangalore,262.65,431.35,8.1,23.62,17.75,0.31,11,98.42,3.92,9.02,672.69,9.42,3.63,Yes,No,5.75,No,5.76,Morning
Meal Menu,Veggie Deluxe Meal,Pune,236.69,680.69,18.94,15.78,18.25,0.59,49.1,114.13,15.12,7.02,1122.46,8.08,8.77,Yes,No,4.72,Yes,8.61,Afternoon
Regular Menu,Pizza Puff,Bangalore,206.59,445.69,20.3,5.5,12.89,0.8,23.34,115.03,7.19,3.89,1270.09,8.66,14.81,Yes,Yes,9.38,No,8.21,Morning
Dessert Menu,Apple Pie,Kolkata,217.38,742.4,12.69,31.36,5.64,0.03,27.21,96.58,5.67,1.3,512.52,8.82,6.3,Yes,No,7.23,No,7.25,Morning
Drink Menu,Pepsi,Chennai,150.96,392.27,16.91,29.05,5.47,0.2,0.57,91.44,7.98,0.06,1113.89,9.32,14.45,No,No,6.66,No,6.66,Evening
Drink Menu,Pepsi,Hyderabad,181.2,772.5,21.13,27.32,19.88,0.49,26.1,34.93,12.72,4.42,703.81,2.35,4.93,Yes,No,1.35,Yes,3.73,Afternoon
Meal Menu,Veggie Deluxe Meal,Bangalore,142.25,594.56,7.72,34.84,18.53,0.75,41.43,36.01,14.75,2.5,1036.99,5.33,8.46,Yes,Yes,8.56,Yes,9.13,Evening
Drink Menu,Orange Juice,Mumbai,115.43,662.63,18.73,14.93,13.68,0.22,23.29,79.58,9.23,9.52,1036.46,1.9,11.23,Yes,Yes,8.88,Yes,1.99,Morning
Drink Menu,Iced Tea,Kolkata,146.65,736.68,21.15,22.64,11.83,0.99,38.01,46.88,11.31,6.74,290.4,2.86,8.38,Yes,No,1.29,No,5.61,Evening
Dessert Menu,Apple Pie,Delhi,234.45,446.15,19.68,8.63,9.35,0.71,2.57,90.93,15.59,0.66,772.53,6.63,5.92,Yes,Yes,5.79,No,5.52,Morning
Meal Menu,McCombo Meal,Pune,202.53,554.88,17.35,10.1,11.56,0.18,38.15,32.68,18.52,5.8,893.96,4.19,12.03,No,No,7.74,No,4.01,Evening
Meal Menu,Chicken Supreme Meal,Pune,259.83,816.27,14.23,15.36,16.79,0.93,5.83,96.38,18.08,2.01,375.97,9.47,12.06,Yes,Yes,2.73,Yes,5.26,Morning
Dessert Menu,Chocolate Sundae,Bangalore,162.6,772.96,6.52,9.69,17.51,0.46,33.55,34.27,19.27,2.53,1231.85,2.76,5.2,No,Yes,5.72,Yes,4.36,Morning
Regular Menu,Veg Maharaja Mac,Kolkata,275.97,329.82,14.61,18.84,19.03,0.09,40.6,51.88,4.1,2.67,462.95,1.11,3.86,No,No,4.34,Yes,7.44,Evening
Meal Menu,Chicken Supreme Meal,Ahmedabad,349.12,548.9,19.25,8.69,15.3,0.43,19.5,48.73,6.52,2.35,715.08,5.27,13.57,Yes,Yes,1.36,No,1.61,Morning
Regular Menu,McGrilled Chicken Wrap,Ahmedabad,101.18,425.42,10.34,28.51,4.2,0.34,9.32,47.01,14.25,3.22,881.65,6.94,1.95,No,No,6.36,Yes,9.48,Evening
Drink Menu,Hot Coffee,Mumbai,180.06,627.36,15.11,29.14,8.48,0.29,30.29,23.87,0.63,1.19,941.61,2.67,5.72,No,No,4.53,No,6.64,Morning
Dessert Menu,Apple Pie,Mumbai,331.3,712.67,10.76,36.36,14.17,0.42,43.37,104.57,0.63,0.23,1441.37,8.09,6.23,No,Yes,8.78,Yes,6.39,Evening
Drink Menu,Hot Coffee,Hyderabad,224.91,287.76,17.12,35.11,19.52,0.89,5.89,104.34,18.91,1.98,836.07,4.14,14.05,Yes,No,2.13,Yes,8.95,Morning
Dessert Menu,Apple Pie,Mumbai,130.37,731.25,10.61,26.78,1.46,0.92,11.3,94.34,18.39,9.72,1066.1,5.56,10.66,No,No,6.57,No,8.51,Morning
Meal Menu,McCombo Meal,Mumbai,143.9,595.05,18.31,14.2,8.7,0.27,27.57,54,5.45,3.76,1280.81,2.74,3.72,No,Yes,6.43,Yes,1.61,Morning
Drink Menu,Sprite,Hyderabad,145.84,392.48,13.07,29.55,1.27,0.11,31.38,57.78,4.49,0.33,986.8,7.64,6.19,No,No,8.01,No,9.41,Evening
Dessert Menu,Vanilla Ice Cream,Delhi,195.45,246.5,14.36,25.95,18.05,0.13,13.41,94.38,0.16,6.97,519.61,2.06,8.07,No,Yes,2.37,No,3.91,Evening
Regular Menu,McGrilled Chicken Wrap,Pune,91.84,670.81,19.94,14.8,12.89,0.63,47.46,47.2,13.23,4.02,1338.11,7.59,3.99,Yes,Yes,5.42,Yes,1.24,Afternoon
Meal Menu,Chicken Supreme Meal,Kolkata,259.6,344.54,18.89,20.3,13.77,0.13,4.18,95.15,7.99,6.15,279.85,4.22,4.23,Yes,Yes,5.99,No,9.76,Morning
Dessert Menu,Caramel McFlurry,Mumbai,191.29,830.09,19.89,30.71,7.6,0.22,42.04,56.64,9.83,7.22,909.3,3.68,10.59,Yes,No,8.26,No,3.04,Afternoon
Drink Menu,Coca-Cola,Delhi,138.6,877.32,12.84,15.25,12.87,0.86,27.66,26.54,18.05,7.79,368.23,2.26,12.97,No,Yes,1.65,No,3.11,Morning
Regular Menu,McSpicy Chicken Burger,Ahmedabad,299.43,284.59,22.08,20.92,16.17,0.17,5.13,48.49,11.28,1.33,1409.31,2.84,7.5,Yes,No,8.85,Yes,4.92,Evening
Meal Menu,Chicken Supreme Meal,Mumbai,126.07,326.12,13.36,15.15,9.62,0.62,49.16,102.04,15.62,7.7,256.08,6.92,13.61,Yes,No,4.12,No,1.44,Evening
Dessert Menu,Vanilla Ice Cream,Ahmedabad,263.48,696.53,15.14,9.65,4.74,0.12,31.21,24.9,1.35,1.39,1256.14,9.05,9.58,Yes,Yes,7.49,Yes,3.8,Morning
Drink Menu,Iced Tea,Delhi,202.65,412.99,15.1,30.28,12.05,0.94,3.03,77.71,2.96,6.61,1244.52,5.76,2.45,No,No,9.42,Yes,8.24,Morning
Dessert Menu,Chocolate Sundae,Ahmedabad,179.68,700.74,15.33,32,7.15,0.72,0.3,67.39,13.76,2.19,1127.22,7.84,1.18,No,Yes,5.81,Yes,6.01,Morning
Meal Menu,McCombo Meal,Bangalore,111.55,342.9,18.26,34.26,4.16,0.6,46.14,68.81,7.46,7.62,580.02,8.97,3.19,Yes,No,1.38,No,2.14,Evening
Drink Menu,Pepsi,Delhi,315.59,228.22,9.94,30.99,3.48,0.22,34.17,83.18,5.21,2.65,743.05,7.67,12.88,No,No,5.46,No,9.14,Evening
Regular Menu,Pizza Puff,Mumbai,191.21,528.43,10.13,39.74,10.68,0.27,14.95,51.42,2.47,0.08,1251.04,7.55,13.85,No,Yes,1.46,Yes,5.5,Evening
Meal Menu,Veggie Deluxe Meal,Delhi,156.7,795.44,15.19,36.57,5.47,0.89,36.59,108.56,11.07,9.17,1489.44,3.9,3.22,Yes,No,6.69,No,3.82,Morning
Drink Menu,Pepsi,Ahmedabad,260.32,302.74,9.42,14.97,9.24,0.46,46.92,62.18,6.08,5.17,426.16,6.95,14.75,No,Yes,6.09,No,5.58,Evening
Meal Menu,Veggie Deluxe Meal,Pune,345.95,464.69,9.33,36.13,15.01,0.71,2.28,24.07,18.85,7.96,630.65,3.88,3.03,No,Yes,2.13,No,4.28,Evening
Dessert Menu,Chocolate Sundae,Pune,336.93,599.7,9.36,6.94,3.2,0.62,44.71,76.11,15.4,2.56,1248,7.9,9.75,Yes,Yes,5.08,Yes,4.45,Afternoon
Meal Menu,Veggie Deluxe Meal,Bangalore,107.31,774.76,13.56,39.39,12.77,0.71,23.09,26.17,15.97,0.63,563.12,4.49,11.83,No,Yes,1.98,Yes,5.5,Evening
